Title,Text
Life’s MysteryBy H. P. Lovecraft by By H. P. Lovecraft,"Life! Ah, Life!What may this fluorescent pageant mean?Who can the evanescent object glean?He that is dead is the key of Life—Gone is the symbol, deep is the grave!Man is a breath, and Life is the fire;Birth is death, and silence the choir.Wrest from the aeons the heart of gold!Tear from the fabric the threads that are old!Life! Ah, Life!—L. Phillips Howard"
"Lines on Gen. Robert Edward LeeBorn Jan. 19, 1807By H. P. Lovecraft by Born Jan. 19, 1807By H. P. Lovecraft","“Si veris magna paraturFama bonis, et si successu nuda remotoInspicitur virtus, quicquid laudamus in ulloMajorum, fortuna fuit.”—Lucan.Whilst martial echoes o’er the wave resound,And Europe’s gore incarnadines the ground;Today no foreign hero we bemoan,But count the glowing virtues of our own!Illustrious LEE! around whose honour’d nameEntwines a patriot’s and a Christian’s fame;With whose just praise admiring nations ring,And whom repenting foes contritely sing!When first our land fraternal fury bore,And Sumter’s guns alarm’d the anxious shore;When Faction’s reign ancestral rights o’erthrew,And sunder’d States a mutual hatred knew;Then clash’d contending chiefs of kindred line,In flesh to suffer and in fame to shine.But o’er them all, majestic in his might,Rose LEE, unrivall’d, to sublimest height:With torturing choice defy’d opposing Fate,And shunn’d Temptation for his native State!Thus Washington his monarch’s rule o’erturn’dWhen young Columbia with rebellion burn’d.And what in Washington the world reveres,In LEE with equal magnitude appears.Our nation’s Father, crown’d with vict’ry’s bays,Enjoys a loving land’s eternal praise:Let, then, our hearts with equal rev’rence greetHis proud successor, rising o’er defeat!Around his greatness pour disheartening woes,But still he tow’rs above his conqu’ring foes.Silence! ye jackal herd that vainly blameTh’ unspotted leader by a traitor’s name:If such was LEE, let blushing Justice mourn,And trait’rous Liberty endure our scorn!As Philopoemen once sublimely strove,And earn’d declining Hellas’ thankful love;So follow’d LEE the purest patriot’s part,And wak’d the worship of the grateful heart:The South her soul in body’d form discerns;The North from LEE a nobler freedom learns!Attend! ye sons of Albion’s ancient race,Whate’er your country, and whate’er your place:LEE’S valiant deeds, tho’ dear to Southern song,To all our Saxon strain as well belong.Courage like his the parent Island won,And led an Empire past the setting sun;To realms unknown our laws and language bore;Rais’d England’s banner on the desert shore;Crush’d the proud rival, and subdu’d the seaFor ages past, and aeons yet to be!From Scotia’s hilly bounds the paean rolls,And Afric’s distant Cape great LEE extols;The sainted soul and manly mien combineTo grace Britannia’s and Virginia's line!As dullards now in thoughtless fervour prateOf shameful peace, and sing th’ unmanly State;As churls their piping reprobations shriek,And damn the heroes that protect the weak;Let LEE’S brave shade the timid throng accost,And give them back the manhood they have lost!What kindlier spirit, breathing from on high,Can teach us how to live and how to die?"
The MessengerBy H. P. Lovecraft by By H. P. Lovecraft,"To Bertrand K. Hart, Esq.The thing, he said, would come that night at threeFrom the old churchyard on the hill below;But crouching by an oak fire’s wholesome glow,I tried to tell myself it could not be.Surely, I mused, it was a pleasantryDevised by one who did not truly knowThe Elder Sign, bequeathed from long ago,That sets the fumbling forms of darkness free.He had not meant it—no—but still I litAnother lamp as starry Leo climbedOut of the Seekonk, and a steeple chimedThree—and the firelight faded, bit by bit.Then at the door that cautious rattling came—And the mad truth devoured me like a flame!"
NathicanaBy H. P. Lovecraft by By H. P. Lovecraft,"It was in the pale garden of Zaïs;The mist-shrouded gardens of Zaïs,Where blossoms the white nephalotë,The redolent herald of midnight.There slumber the still lakes of crystal,And streamlets that flow without murm’ring;Smooth streamlets from caverns of KathosWhere brood the calm spirits of twilight.And over the lakes and the streamletsAre bridges of pure alabaster,White bridges all cunningly carvenWith figures of fairies and daemons.Here glimmer strange suns and strange planets,And strange is the crescent BanapisThat sets ’yond the ivy-grown rampartsWhere thickens the dust of the evening.Here fall the white vapours of Yabon;And here in the swirl of vapoursI saw the divine Nathicana;The garlanded, white Nathicana;The slender, black-hair’d Nathicana;The sloe-ey’d, red-lipp’d Nathicana;The silver-voic’d, sweet Nathicana;The pale-rob’d, belov’d Nathicana.And ever was she my belovèd,From ages when Time was unfashion’d;From days when the stars were not fashion’dNor any thing fashion’d but Yabon.And here dwelt we ever and ever,The innocent children of Zaïs,At peace in the paths and the arbours,White-crown’d with the blest nephalotë.How oft would we float in the twilightO’er flow’r-cover’d pastures and hillsidesAll white with the lowly astalthon;The lowly yet lovely astalthon,And dream in a world made of dreamingThe dreams that are fairer than Aidenn;Bright dreams that are truer than reason!So dream’d and so lov’d we thro’ ages,Till came the curs’d season of Dzannin;The daemon-damn’d season of Dzannin;When red shone the suns and the planets,And red gleamed the crescent Banapis,And red fell the vapours of Yabon.Then redden’d the blossoms and streamletsAnd lakes that lay under the bridges,And even the calm alabasterGlow’d pink with uncanny reflectionsTill all the carv’d fairies and daemonsLeer’d redly from the backgrounds of shadow.Now redden’d my vision, and madlyI strove to peer thro’ the dense curtainAnd glimpse the divine Nathicana;The pure, ever-pale Nathicana;The lov’d, the unchang’d Nathicana.But vortex on vortex of madnessBeclouded my labouring vision;My damnable, reddening visionThat built a new world for my seeing;A new world of redness and darkness,A horrible coma call’d living.So now in this coma call’d livingI view the bright phantons of beauty;The false, hollow phantoms of beautyThat cloak all the evils of Dzannin.I view them with infinite longing,So like do they seem to my lov’d one;So shapely and fair like my lov’d one;Yet foul from their eyes shines their evil;Their cruel and pitiless evil,More evil than Thaphron and Latgoz,Twice ill for its gorgeous concealment.And only in slumbers of midnightAppears the lost maid Nathicana,The pallid, the pure Nathicana,Who fades at the glance of the dreamer.Again and again do I seek her;I woo with deep draughts of Plathotis,Deep draughts brew’d in wine of AstarteAnd strengthen’d with tears of long weeping.I yearn for the gardens of Zaïs;The lovely lost garden of ZaïsWhere blossoms the white nephalotë,The redolent herald of midnight.The last potent draught I am brewing;A draught that the daemons delight in;A draught that will banish the redness;The horrible coma call’d living.Soon, soon, if I fail not in brewing,The redness and madness will vanish,And deep in the worm-peopled darknessWill rot the base chains that hav bound me.Once more shall the gardens of ZaïsDawn white on my long-tortur’d vision,And there midst the vapours of YabonWill stand the divine Nathicana;The deathless, restor’d NathicanaWhose like is not met with in living."
NemesisBy H. P. Lovecraft by By H. P. Lovecraft,"Thro’ the ghoul-guarded gateways of slumber,Past the wan-moon’d abysses of night,I have liv’d o’er my lives without number,I have sounded all things with my sight;And I struggle and shriek ere the daybreak, being driven to madness with fright.I have whirl’d with the earth at the dawning,When the sky was a vaporous flame;I have seen the dark universe yawning,Where the black planets roll without aim;Where they roll in their horror unheeded, without knowledge or lustre or name.I had drifted o’er seas without ending,Under sinister grey-clouded skiesThat the many-fork’d lightning is rending,That resound with hysterical cries;With the moans of invisible daemons that out of the green waters rise.I have plung’d like a deer thro’ the archesOf the hoary primordial grove,Where the oaks feel the presence that marchesAnd stalks on where no spirit dares rove;And I flee from a thing that surrounds me, and leers thro’ dead branches above.I have stumbled by cave-ridden mountainsThat rise barren and bleak from the plain,I have drunk of the fog-foetid fountainsThat ooze down to the marsh and the main;And in hot cursed tarns I have seen things I care not to gaze on again.I have scann’d the vast ivy-clad palace,I have trod its untenanted hall,Where the moon writhing up from the valleysShews the tapestried things on the wall;Strange figures discordantly woven, which I cannot endure to recall.I have peer’d from the casement in wonderAt the mouldering meadows around,At the many-roof’d village laid underThe curse of a grave-girdled ground;And from rows of white urn-carven marble I listen intently for sound.I have haunted the tombs of the ages,I have flown on the pinions of fearWhere the smoke-belching Erebus rages,Where the jokulls loom snow-clad and drear:And in realms where the sun of the desert consumes what it never can cheer.I was old when the Pharaohs first mountedThe jewel-deck’d throne by the Nile;I was old in those epochs uncountedWhen I, and I only, was vile;And Man, yet untainted and happy, dwelt in bliss on the far Arctic isle.Oh, great was the sin of my spirit,And great is the reach of its doom;Not the pity of Heaven can cheer it,Nor can respite be found in the tomb:Down the infinite aeons come beating the wings of unmerciful gloom.Thro’ the ghoul-guarded gateways of slumber,Past the wan-moon’d abysses of night,I have liv’d o’er my lives without number,I have sounded all things with my sight;And I struggle and shriek ere the daybreak, being driven to madness with fright."
The Nightmare LakeBy H. P. Lovecraft by By H. P. Lovecraft,"There is a lake in distant Zan,Beyond the wonted haunts of man,Where broods alone in a hideous stateA spirit dead and desolate;A spirit ancient and unholy,Heavy with fearsome melancholy,Which from the waters dull and denseDraws vapors cursed with pestilence.Around the banks, a mire of clay,Sprawl things offensive in decay,And curious birds that reach that shoreAre seen by mortals nevermore.Here shines by day the searing sunOn glassy wastes beheld by none,And here by night pale moonbeams flowInto the deeps that yawn below.In nightmares only is it toldWhat scenes beneath those beams unfold;What scenes, too old for human sight,Lie sunken there in endless night;For in those depths there only paceThe shadows of a voiceless race.One midnight, redolent of ill,I saw that lake, asleep and still;While in the lurid sky there rodeA gibbous moon that glow’d and glow’d.I saw the stretching marshy shore,And the foul things those marshes bore:Lizards and snakes convuls’d and dying;Ravens and vampires putrefying;All these, and hov’ring o’er the dead,Narcophagi that on them fed.And as the dreadful moon climb’d high,Fright’ning the stars from out the sky,I saw the lake’s dull water glowTill sunken things appear’d below.There shone unnumber’d fathoms down,The tow’rs of a forgotten town;The tarnish’d domes and mossy walls;Weed-tangled spires and empty halls;Deserted fanes and vaults of dread,And streets of gold uncoveted.These I beheld, and saw besideA horde of shapeless shadows glide;A noxious horde which to my glanceSeem’d moving in a hideous danceRound slimy sepulchres that layBeside a never-travell’d way.Straight from those tombs a heaving roseThat vex’d the waters’ dull repose,While lethal shades of upper spaceHowl’d at the moon’s sardonic face.Then sank the lake within its bed,Suck’d down to caverns of the dead,Till from the reeking, new-stript earthCurl’d foetid fumes of noisome birth.About the city, nigh uncover’d,The monstrous dancing shadows hover’d,When lo! there oped with sudden stirThe portal of each sepulchre!No ear may learn, no tongue may tellWhat nameless horror then befell.I see that lake—that moon agrin—That city and thethingswithin—Waking, I pray that on that shoreThe nightmare lake may sinkno more!"
"Ode for July Fourth, 1917By H. P. Lovecraft by By H. P. Lovecraft","As Columbia’s brave scions, in anger array’d,Once defy’d a proud monarch and built a new nation;’Gainst their brothers of Britain unsheath’d the sharp bladeThat hath ne’er met defeat nor endur’d desecration;So must we in this hourShow our valour and pow’r,And dispel the black perils that over us low’r:Whilst the sons of Britannia, no longer our foes,Will rejoice in our triumphs and strengthen our blows!See the banners of Liberty float in the breezeThat plays light o’er the regions our fathers defended;Hear the voice of the million resound o’er the leas,As the deeds of the past are proclaim’d and commended;And in splendour on highWhere our flags proudly fly,See the folds we tore down flung again to the sky:For the Emblem of England, in kinship unfurl’d,Shall divide with Old Glory the praise of the world!Bury’d now are the hatreds of subject and King,And the strife that once sunder’d an Empire hath vanish’d.With the fame of the Saxon the heavens shall ringAs the vultures of darkness are baffled and banish’d;And the broad British sea,Of her enemies free,Shall in tribute bow gladly, Columbia to thee:For the friends of the Right, in the field side by side,Form a fabric of Freedom no hand can divide!"
On Reading Lord Dunsany’sBook of WonderBy H. P. Lovecraft by By H. P. Lovecraft,"The hours of night unheeded fly,And in the grate the embers fade;Vast shadows one by one pass byIn silent daemon cavalcade.But still the magic volume holdsThe raptur’d eye in realms apart,And fulgent sorcery enfoldsThe willing mind and eager heart.The lonely room no more is there—For to the sight in pomp appearTemples and cities pois’d in airAnd blazing glories—sphere on sphere."
On Receiving a Picture of SwansBy H. P. Lovecraft by By H. P. Lovecraft,"With pensive grace the melancholy SwanMourns o’er the tomb of luckless Phaëton;On grassy banks the weeping poplars wave,And guard with tender care the wat’ry grave.Would that I might, should I too proudly claimAn Heav’nly parent, or a Godlike fame,When flown too high, and dash’d to depths below,Receive such tribute as a Cygnus’ woe!The faithful bird, that dumbly floats along,Sighs all the deeper for his want of song."
The OutpostBy H. P. Lovecraft by By H. P. Lovecraft,"When evening cools the yellow stream,And shadows stalk the jungle’s ways,Zimbabwe’s palace flares ablazeFor a great King who fears to dream.For he alone of all mankindWaded the swamp that serpents shun;And struggling toward the setting sun,Came on the veldt that lies behind.No other eyes had vented thereSince eyes were lent for human sight—But there, as sunset turned to night,He found the Elder Secret’s lair.Strange turrets rose beyond the plain,And walls and bastions spread aroundThe distant domes that fouled the groundLike leprous fungi after rain.A grudging moon writhed up to shinePast leagues where life can have no home;And paling far-off tower and dome,Shewed each unwindowed and malign.Then he who in his boyhood ranThrough vine-hung ruins free of fear,Trembled at what he saw—for hereWas no dead, ruined seat of man.Inhuman shapes, half-seen, half-guessed,Half solid and half ether-spawned,Seethed down from starless voids that yawnedIn heav’n, to these blank walls of pest.And voidward from that pest-mad zoneAmorphous hordes seethed darkly back,Their dim claws laden with the wrackOf things that men have dreamed and known.The ancient Fishers from Outside—Were there not tales the high-priest told,Of how they found the worlds of old,And took what pelf their fancy spied?Their hidden, dread-ringed outposts broodUpon a million worlds of space;Abhorred by every living race,Yet scatheless in their solitude.Sweating with fright, the watcher creptBack to the swamp that serpents shun,So that he lay, by rise of sun,Safe in the palace where he slept.None saw him leave, or come at dawn,Nor does his flesh bear any markOf what he met in that curst dark—Yet from his sleep all peace has gone.When evening cools the yellow stream,And shadows stalk the jungle’s ways,Zimbabwe’s palace flares ablaze,For a great King who fears to dream."
Pacifist War Song—1917By H. P. Lovecraft by By H. P. Lovecraft,"We are the valiant Knights of PeaceWho prattle for the Right:Our banner is of snowy fleece,Inscribed: “TOO PROUD TO FIGHT!”By sweet Chautauqua’s flow’ry banksWe love to sing and play,But should we spy a foeman’s ranks,We’d proudly run away!When Prussian fury sweeps the mainOur freedom to deny;Of tyrant laws we ne’er complain,But gladsomely comply!We do not fear the submarinesThat plough the troubled foam;We scorn the ugly old machines—And safely stay at home!They say our country’s close to war,And soon must man the guns;But we see naught to struggle for—We love the gentle Huns!What tho’ their hireling Greaser bandsInvade our southern plains?We well can spare those boist’rous lands,Content with what remains!Our fathers were both rude and bold,And would not live like brothers;But we are of a finer mould—We’re much more like our mothers!"
The Peace AdvocateBy H. P. Lovecraft by By H. P. Lovecraft,"(Supposed to be a “pome,” but cast strictly in modern metre.)The vicar sat in the firelight’s glow,A volume in his hand;And a tear he shed for the widespread woe,And the anguish brought by the vicious foeThat overran the land.But ne’er a hand for his King rais’d he,For he was a man of peace;And he car’d not a whit for the victoryThat must come to preserve his nation free,And the world from fear release.His son had buckled on his sword,The first at the front was he;But the vicar his valiant child ignor’d,And his noble deeds in the field deplor’d,For he knew not bravery.On his flock he strove to fix his will,And lead them to scorn the fray.He told them that conquest brings but ill;That meek submission would serve them stillTo keep the foe away.In vain did he hear the bugle’s soundThat strove to avert the fall.The land, quoth he, is all men’s ground,What matter if friend or foe be foundAs master of us all?One day from the village green hard byThe vicar heard a roarOf cannon that rivall’d the anguish’d cryOf the hundreds that liv’d, but wish’d to dieAs the enemy rode them o’er.Now he sees his own cathedral shakeAt the foeman’s wanton aim.The ancient tow’rs with the bullets quake;The steeples fall, the foundations break,And the whole is lost in flame.Up the vicarage lane file the cavalcade,And the vicar, and daughter, and wifeScream out in vain for the needed aidThat only a regiment might have madeEre they lose what is more than life.Then quick to his brain came manhood’s thought,As he saw his erring course;And the vicar his dusty rifle broughtThat the foe might at least by one be fought,And force repaid with force.One shot—the enemy’s blasting fireA breach in the wall cuts thro’,But the vicar replies with his waken’d ire;Fells one arm’d brute for each fallen spire,And in blood is born anew.Two shots—the wife and daughter sink,Each with a mortal wound;And the vicar, too madden’d by far to think,Rushes boldly on to death’s vague brink,With the manhood he has found.Three shots—but shots of another kindThe smoky regions rend;And upon the foeman with rage gone blind,Like a ceaseless, resistless, avenging wind,The rescuing troops descend.The smoke-pall clears, and the vicar’s sonHis father’s life has sav’d;And the vicar looks o’er the ruin done,Ere the vict’ry by his child was won,His face with care engrav’d.The vicar sat in the firelight’s glow,The volume in his hand,That brought to his hearth the bitter woeWhich only a husband and father can know,And truly understand.With a chasten’d mien he flung the bookTo the leaping flames before;And a breath of sad relief he tookAs the pages blacken’d beneath his look—The fool of Peace no more!EpilogueThe rev’rend parson, wak’d to man’s estate,Laments his wife’s and daughter’s common fate.His martial son in warm embrace enfolds,And clings the tighter to the child he holds.His peaceful notions, banish’d in an hour,Will nevermore his wit or sense devour;But steep’d in truth, ’tis now his nobler planTo cure, yet recognise, the faults of man."
The Poe-et’s NightmareBy H. P. Lovecraft by By H. P. Lovecraft,"A FableLuxus tumultus semper causa est.Lucullus Languish, student of the skies,And connoisseur of rarebits and mince pies,A bard by choice, a grocer’s clerk by trade,(Grown pessimist thro’ honours long delay’d),A secret yearning bore, that he might shineIn breathing numbers, and in song divine.Each day his fountain pen was wont to dropAn ode or dirge or two about the shop,Yet naught could strike the chord within his heartThat throbb’d for poesy, and cry’d for art.Each eve he sought his bashful Muse to wakeWith overdoses of ice-cream and cake;But thou’ th’ ambitious youth a dreamer grew,Th’ Aonian Nymph declin’d to come to view.Sometimes at dusk he scour’d the heav’ns afar,Searching for raptures in the evening star;One night he strove to catch a tale untoldIn crystal deeps—but only caught a cold.So pin’d Lucullus with his lofty woe,Till one drear day he bought a set of Poe:Charm’d with the cheerful horrors there display’d,He vow’d with gloom to woo the Heav’nly Maid.Of Auber’s tarn and Yaanek’s slope he dreams,And weaves an hundred Ravens in his schemes.Not far from our young hero’s peaceful homeLies the fair grove wherein he loves to roam.Tho’ but a stunted copse in vacant lot,He dubs it Tempe, and adores the spot;When shallow puddles dot the wooded plain,And brim o’er muddy banks with muddy rain,He calls them limpid lakes or poison pools(Depending on which bard his fancy rules).’Tis here he comes with Heliconian fireOn Sundays when he smites the Attic lyre;And here one afternoon he brought his gloom,Resolv’d to chant a poet’s lay of doom.Roget’s Thesaurus, and a book of rhymes,Provide the rungs whereon his spirit climbs:With this grave retinue he trod the groveAnd pray’d the Fauns he might a Poe-et prove.But sad to tell, ere Pegasus flew high,The not unrelish’d supper hour drew nigh;Our tuneful swain th’ imperious call attends,And soon above the groaning table bends.Tho’ it were too prosaic to relateTh’ exact particulars of what he ate(Such long-drawn lists the hasty reader skips,Like Homer’s well-known catalogue of ships),This much we swear: that as adjournment near’d,A monstrous lot of cake had disappear’d!Soon to his chamber the young bard repairs,And courts soft Somnus with sweet Lydian airs;Thro’ open casement scans the star-strown deep,And ’neath Orion’s beams sinks off to sleep.Now start from airy dell the elfin trainThat dance each midnight o’er the sleeping plain,To bless the just, or cast a warning spellOn those who dine not wisely, but too well.First Deacon Smith they plague, whose nasal glowComes from what Holmes hath call’d “Elixir Pro”;Group’d round the couch his visage they deride,Whilst thro’ his dreams unnumber’d serpents glide.Next troop the little folk into the roomWhere snores our young Endymion, swath’d in gloom:A smile lights up his boyish face, whilst heDreams of the moon—or what he ate at tea.The chieftain elf th’ unconscious youth surveys,And on his form a strange enchantment lays:Those lips, that lately thrill’d with frosted cake,Uneasy sounds in slumbrous fashion make;At length their owner’s fancies they rehearse,And lisp this awesome Poe-em in blank verse:Aletheia PhrikodesOmnia risus et omnia pulvis et omnia nihil.Demoniac clouds, up-pil’d in chasmy reachOf soundless heav’n, smother’d the brooding night;Nor came the wonted whisp’rings of the swamp,Nor voice of autumn wind along the moor,Nor mutter’d noises of th’ insomnious groveWhose black recesses never saw the sun.Within that grove a hideous hollow lies,Half bare of trees; a pool in centre lurksThat none dares sound; a tarn of murky face(Tho’ naught can prove its hue, since light of day,Affrighted, shuns the forest-shadow’d banks).Hard by, a yawning hillside grotto breathes,From deeps unvisited, a dull, dank airThat sears the leaves on certain stunted treesWhich stand about, clawing the spectral gloomWith evil boughs.  To this accursed dellCome woodland creatures, seldom to depart:Once I behold, upon a crumbling stoneSet altar-like before the cave, a thingI saw not clearly, yet from glimpsing, fled.In this half-dusk I meditate aloneAt many a weary noontide, when withoutA world forgets me in its sun-blest mirth.Here howl by night the werewolves, and the soulsOf those that knew me well in other days.Yet on this night the grove spake not to me;Nor spake the swamp, nor wind along the moor,Nor moan’d the wind about the lonely eavesOf the bleak, haunted pile wherein I lay.I was afraid to sleep, or quench the sparkOf the low-burning taper by my couch.I was afraid when thro’ the vaulted spaceOf the old tow’r, the clock-ticks died awayInto a silence so profound and chillThat my teeth chatter’d—giving yet no sound.Then flicker’d low the light, and all dissolv’d,Leaving me floating in the hellish graspOf body’d blackness, from whose beating wingsCame ghoulish blasts of charnel-scented mist.Things vague, unseen, unfashion’d, and unnam’dJostled each other in the seething voidThat gap’d, chaotic, downward to a seaOf speechless horror, foul with writhing thoughts.All this I felt, and felt the mocking eyesOf the curs’d universe upon my soul;Yet naught I saw nor heard, till flash’d a beamOf lurid lustre thro’ the rotting heav’ns,Playing on scenes I labour’d not to see.Methought the nameless tarn, alight at last,Reflected shapes, and more reveal’d withinThose shocking depths than ne’er were seen before;Methought from out the cave a demon train,Grinning and smirking, reel’d in fiendish rout;Bearing within their reeking paws a loadOf carrion viands for an impious feast.Methought the stunted trees with hungry armsGrop’d greedily for things I dare not name;The while a stifling, wraith-like noisomenessFill’d all the dale, and spoke a larger lifeOf uncorporeal hideousness awakeIn the half-sentient wholeness of the spot.Now glow’d the ground, and tarn, and cave, and trees,And moving forms, and things not spoken of,With such a phosphorescence as men glimpseIn the putrescent thickets of the swampWhere logs decaying lie, and rankness reigns.Methought a fire-mist drap’d with lucent foldThe well-remember’d features of the grove,Whilst whirling ether bore in eddying streamsThe hot, unfinish’d stuff of nascent worldsHither and thither thro’ infinitiesOf light and darkness, strangely intermix’d;Wherein all entity had consciousness,Without th’ accustom’d outward shape of life.Of these swift-circling currents was my soul,Free from the flesh, a true constituent part;Nor felt I less myself, for want of form.Then clear’d the mist, and o’er a star-strown scene,Divine and measureless, I gaz’d in awe.Alone in space, I view’d a feeble fleckOf silvern light, marking the narrow kenWhich mortals call the boundless universe.On ev’ry side, each as a tiny star,Shone more creations, vaster than our own,And teeming with unnumber’d forms of life;Tho’ we as life would recognise it not,Being bound to earthy thoughts of human mould.As on a moonless night the Milky WayIn solid sheen displays its countless orbsTo weak terrestrial eyes, each orb a sun;So beam’d the prospect on my wond’ring soul:A spangled curtain, rich with twinkling gems,Yet each a mighty universe of suns.But as I gaz’d, I sens’d a spirit voiceIn speech didactic, tho’ no voice it was,Save as it carried thought.  It bade me markThat all the universes in my viewForm’d but an atom in infinity;Whose reaches pass the ether-laden realmsOf heat and light, extending to far fieldsWhere flourish worlds invisible and vague,Fill’d with strange wisdom and uncanny life,And yet beyond; to myriad spheres of light,To spheres of darkness, to abysmal voidsThat know the pulses of disorder’d force.Big with these musings, I survey’d the surgeOf boundless being, yet I us’d not eyes,For spirit leans not on the props of sense.The docent presence swell’d my strength of soul;All things I knew, but knew with mind alone.Time’s endless vista spread before my thoughtWith its vast pageant of unceasing changeAnd sempiternal strife of force and will;I saw the ages flow in stately streamPast rise and fall of universe and life;I saw the birth of suns and worlds, their death,Their transmutation into limpid flame,Their second birth and second death, their coursePerpetual thro’ the aeons’ termless flight,Never the same, yet born again to serveThe varying purpose of omnipotence.And whilst I watch’d, I knew each second’s spaceWas greater than the lifetime of our world.Then turn’d my musings to that speck of dustWhereon my form corporeal took its rise;That speck, born but a second, which must dieIn one brief second more; that fragile earth;That crude experiment; that cosmic sportWhich holds our proud, aspiring race of mitesAnd moral vermin; those presuming mitesWhom ignorance with empty pomp adorns,And misinstructs in specious dignity;Those mites who, reas’ning outward, vaunt themselvesAs the chief work of Nature, and enjoyIn fatuous fancy the particular careOf all her mystic, super-regnant pow’r.And as I strove to vision the sad sphereWhich lurk’d, lost in ethereal vortices,Methough my soul, tun’d to the infinite,Refus’d to glimpse that poor atomic blight;That misbegotten accident of space;That globe of insignificance, whereon(My guide celestial told me) dwells no partOf empyrean virtue, but where breedThe coarse corruptions of divine disease;The fest’ring ailments of infinity;The morbid matter by itself call’d man:Such matter (said my guide) as oft breaks forthOn broad Creation’s fabric, to annoyFor a brief instant, ere assuaging deathHeal up the malady its birth provok’d.Sicken’d, I turn’d my heavy thoughts away.Then spake th’ ethereal guide with mocking mien,Upbraiding me for searching after Truth;Visiting on my mind the searing scornOf mind superior; laughing at the woeWhich rent the vital essence of my soul.Methought he brought remembrance of the timeWhen from my fellows to the grove I stray’d,In solitude and dusk to meditateOn things forbidden, and to pierce the veilOf seeming good and seeming beauteousnessThat covers o’er the tragedy of Truth,Helping mankind forget his sorry lot,And raising Hope where Truth would crush it down.He spake, and as he ceas’d, methought the flamesOf fuming Heav’n resolv’d in torments dire;Whirling in maelstroms of rebellious might,Yet ever bound by laws I fathom’d not.Cycles and epicycles, of such girthThat each a cosmos seem’d, dazzled my gazeTill all a wild phantasmal glow became.Now burst athwart the fulgent formlessnessA rift of purer sheen, a sight supernal,Broader that all the void conceiv’d by man,Yet narrow here.  A glimpse of heav’ns beyond;Of weird creations so remote and greatThat ev’n my guide assum’d a tone of awe.Borne on the wings of stark immensity,A touch of rhythm celestial reach’d my soul;Thrilling me more with horror than with joy.Again the spirit mock’d my human pangs,And deep revil’d me for presumptuous thoughts:Yet changing now his mien, he bade me scanThe wid’ning rift that clave the walls of space;He bade me search it for the ultimate;He bade me find the Truth I sought so long;He bade me brave th’ unutterable Thing,The final Truth of moving entity.All this he bade and offer’d—but my soul,Clinging to life, fled without aim or knowledge,Shrieking in silence thro’ the gibbering deeps.Thus shriek’d the young Lucullus, as he fledThro’ gibbering deeps—and tumbled out of bed;Within the room the morning sunshine gleams,Whilst the poor youth recalls his troubled dreams.He feels his aching limbs, whose woeful painInforms his soul his body lives again,And thanks his stars—or cosmoses—or suchThat he survives the noxious nightmare’s clutch.Thrill’d with the music of th’ eternal spheres(Or is it the alarm-clock that he hears?),He vows to all the Pantheon, high and low,No more to feed on cake, or pie, or Poe.And now his gloomy spirits seem to rise,As he the world beholds with clearer eyes;The cup he thought too full of dregs to quaffAffords him wine enough to raise a laugh.(All this is metaphor—you must not thinkOur late Endymion prone to stronger drink!)With brighter visage and with lighter heart,He turns his fancies to the grocer’s mart;And strange to say, at last he seems to findHis daily duties worthy of his mind.Since Truth prov’d such a high and dang’rous goal,Our bard seeks one less trying to his soul;With deep-drawn breath he flouts his dreary woes,And a good clerk from a bad poet grows!Now close attend my lay, ye scribbling crewThat bay the moon in numbers strange and new;That madly for the spark celestial bawlIn metres short or long, or none at all:Curb your rash force, in numbers or at tea,Nor overzealous for high fancies be;Reflect, ere ye the draught Pierian take,What worthy clerks or plumbers ye might make;Wax not too frenzied in the leaping lineThat neither sense nor measure can confine,Lest ye, like young Lucullus Launguish, groanBeneath Poe-etic nightmares of your own!"
